ESTU_CONSECUTIVO,PUNT_GLOBAL_PREDIC
EK202310155121,143.35
EK202310246662,135.5
EK202310222404,132.6
EK202310119271,149.2
EK202310179293,126.1
EK202310162370,137.35
EK202310185317,140.6
EK202310192836,184.7
EK202310197187,166.6
EK202310119438,140.25
EK202310154800,149.05
EK202310162887,146.9
EK202310114407,143.05
EK202310107541,168.7
EK202310165391,137.0
EK202310114222,142.4
EK202310108463,140.5
EK202310160505,143.75
EK202310175819,128.1
EK202310224211,137.3
EK202310181094,162.0
EK202310209683,151.4
EK202310144068,178.2
EK202310185016,162.4
EK202310242866,126.9
EK202310136700,116.15
EK202310129667,137.55
EK202310185490,160.1
EK202310180615,134.85
EK202310106120,138.7
EK202310139529,126.8
EK202310208712,153.9
EK202310202493,166.45
EK202310127493,152.2
EK202310185646,145.5
EK202310236048,128.35
EK202310215422,122.7
EK202310154768,144.1
EK202310156660,130.25
EK202310215522,148.75
EK202310191431,154.6
EK202310219661,139.35
EK202310111217,133.0
EK202310142283,137.45
EK202310152451,172.8
EK202310131900,150.75
EK202310118813,155.2
EK202310158474,122.0
EK202310206038,190.2
EK202310140824,133.7
EK202310193053,140.15
EK202310239738,140.95
EK202310183514,170.4
EK202310228473,139.75
EK202310187727,140.55
EK202310208678,141.1
EK202310151445,131.85
EK202310129744,136.45
EK202310242221,140.05
EK202310140908,133.75
EK202310213034,139.85
EK202310162066,139.6
EK202310166091,141.15
EK202310168349,133.3
EK202310204830,151.25
EK202310119237,149.6
EK202310177687,150.05
EK202310194046,143.8
EK202310120099,122.7
EK202310139982,171.4
EK202310172126,140.2
EK202310225892,137.25
EK202310204605,146.75
EK202310166382,157.05
EK202310164816,156.25
EK202310118373,133.05
EK202310141696,158.45
EK202310229964,135.1
EK202310127949,140.55
EK202310239375,177.1
EK202310173625,146.85
EK202310141849,168.95
EK202310115485,125.45
EK202310129234,151.05
EK202310105793,132.85
EK202310158046,129.3
EK202310192078,139.7
EK202310211785,140.5
EK202310194018,175.65
EK202310223067,128.6
EK202310131851,160.55
EK202310146819,135.3
EK202310240643,148.95
EK202310156305,164.85
EK202310207011,139.45
EK202310225288,154.35
EK202310246090,173.8
EK202310159743,133.5
EK202310160951,178.65
EK202310164394,132.0
EK202310172687,132.8
EK202310157664,129.65
EK202310186799,145.85
EK202310177813,160.0
EK202310135564,141.4
EK202310109869,137.9
EK202310232529,146.25
EK202310190796,137.35
EK202310157371,145.9
EK202310248440,147.6
EK202310236433,137.55
EK202310155362,139.9
EK202310178291,148.65
EK202310236912,149.75
EK202310104076,144.2
EK202310192380,131.15
EK202310138804,147.4
EK202310151241,145.95
EK202310199540,151.35
EK202310173988,134.1
EK202310173002,144.3
EK202310243625,152.45
EK202310193531,131.95
EK202310114242,131.5
EK202310138736,149.7
EK202310190347,141.2
EK202310236408,136.85
EK202310120734,152.0
EK202310199091,152.45
EK202310163422,130.7
EK202310204728,139.35
EK202310130979,152.9
EK202310183928,156.75
EK202310149172,143.25
EK202310112222,144.45
EK202310135593,174.05
EK202310116248,136.45
EK202310139060,147.1
EK202310119677,164.3
EK202310158107,129.4
EK202310132346,163.75
EK202310134894,163.85
EK202310136486,131.6
EK202310129929,171.05
EK202310105561,129.05
EK202310154663,138.9
EK202310170691,159.7
EK202310129385,141.05
EK202310201900,160.45
EK202310167771,134.2
EK202310157806,136.1
EK202310149813,186.8
EK202310176321,150.45
EK202310114996,137.65
EK202310190897,159.65
EK202310166461,138.95
EK202310137821,125.45
EK202310112150,138.1
EK202310192173,135.25
EK202310173654,131.5
EK202310220329,147.25
EK202310202774,180.8
EK202310150939,143.35
EK202310155941,129.7
EK202310185382,148.7
EK202310237219,134.6
EK202310244185,129.0
EK202310221987,125.3
EK202310193216,140.75
EK202310145019,142.25
EK202310193312,154.05
EK202310121038,146.75
EK202310210609,160.2
EK202310198874,142.75
EK202310144516,148.65
EK202310110453,131.25
EK202310135805,129.95
EK202310128896,127.35
EK202310183544,149.4
EK202310181264,148.6
EK202310204958,138.25
EK202310168271,143.9
EK202310219179,131.4
EK202310224962,159.4
EK202310210604,140.25
EK202310159739,144.0
EK202310132707,150.2
EK202310105567,134.5
EK202310226814,141.8
EK202310217907,127.25
EK202310199396,137.8
EK202310105066,138.55
EK202310200675,139.4
EK202310237294,135.7
EK202310157377,147.35
EK202310229136,126.4
EK202310186430,125.3
EK202310163802,120.2
EK202310142202,164.65
EK202310195256,145.6
EK202310004248,172.15
EK202310195944,125.85
EK202310152129,151.05
EK202310235567,131.25
EK202310239108,171.1
EK202320007089,135.2
EK202310188372,166.85
EK202310177026,143.5
EK202310130893,134.55
EK202310145973,149.65
EK202310168876,138.25
EK202320005981,152.55
EK202310158643,149.2
EK202310186188,147.4
EK202310134495,124.85
EK202310247686,152.4
EK202310150624,149.45
EK202310205684,134.95
EK202310130971,151.85
EK202310109938,152.45
EK202310157726,136.25
EK202310217250,137.35
EK202310232228,138.4
EK202310212931,145.65
EK202310224251,145.2
EK202310177088,127.45
EK202310178114,134.7
EK202310133902,156.15
EK202310243447,134.05
EK202310203833,155.2
EK202310205106,151.9
EK202310244839,156.95
EK202310153612,170.75
EK202310168129,133.45
EK202310210315,136.9
EK202310221450,133.2
EK202310229011,146.8
EK202310109445,146.3
EK202310172449,139.45
EK202310173624,142.85
EK202320007778,142.2
EK202310191821,137.9
EK202310163402,161.2
EK202310198726,184.7
EK202310235035,132.65
EK202310190400,135.95
EK202310223143,142.6
EK202310134393,161.95
EK202310190107,158.05
EK202310199104,147.7
EK202310198171,122.4
EK202310126236,139.1
EK202310110975,138.1
EK202310163529,137.95
EK202310208517,123.85
EK202310229161,133.65
EK202310224145,140.05
EK202310245526,134.9
EK202310105925,134.7
EK202310241775,129.25
EK202310131256,144.3
EK202310167720,139.2
EK202310128585,139.95
EK202310171250,144.35
EK202310136309,134.75
EK202310159794,142.35
EK202310147802,161.7
EK202310217371,130.6
EK202310142272,138.1
EK202310192020,134.65
EK202310121935,145.6
EK202320007881,156.6
EK202310144741,139.4
EK202310237080,155.5
EK202310121787,119.25
EK202310157606,134.8
EK202310171437,163.35
EK202310108122,148.0
EK202310151362,133.25
EK202310115777,132.05
EK202310239193,138.6
EK202310233042,130.7
EK202310202833,171.75
EK202310113174,146.3
EK202310167499,143.75
EK202310126289,141.75
EK202310129491,141.85
EK202320005784,167.2
EK202310170372,136.9
EK202310213906,142.75
EK202310199476,125.45
EK202310247011,152.5
EK202310195117,140.7
EK202310120294,156.6
EK202320007259,144.2
EK202310188597,145.8
EK202310165978,134.15
EK202310115867,133.95
EK202310193317,185.65
EK202310203873,130.3
EK202310205284,127.6
EK202310111575,122.35
EK202310225817,137.55
EK202310231254,128.0
EK202310183664,172.85
EK202310104179,130.15
EK202310230497,128.85
EK202310193284,130.45
EK202310147738,145.6
EK202310241264,178.6
EK202310199094,152.35
EK202310128153,141.2
EK202310177426,157.2
EK202310106407,136.65
EK202310224168,172.85
EK202310182894,163.65
EK202310196624,162.35
EK202310174799,142.65
EK202310244287,152.6
EK202310158225,131.55
EK202310158700,184.5
EK202310194647,134.75
EK202310176945,130.35
EK202310242585,138.45
EK202310168424,145.85
EK202310155163,140.05
EK202310124200,137.8
EK202310167074,154.75
EK202310227610,187.9
EK202310172440,177.85
EK202310224828,123.9
EK202310125087,135.6
EK202310172624,137.0
EK202310212981,127.0
EK202310212038,135.1
EK202310181888,140.45
EK202310151373,144.55
EK202310151400,180.7
EK202310129480,143.7
EK202310105531,144.55
EK202310168802,150.95
EK202310143364,152.15
EK202310124872,129.4
EK202310204355,134.2
EK202310151111,176.0
EK202310208992,132.85
EK202310214546,154.0
EK202310149411,146.25
EK202310142260,136.05
EK202310164059,133.1
EK202310109215,134.7
EK202310199582,125.3
EK202310127468,131.8
EK202310142858,143.35
EK202310203332,156.1
EK202310158565,150.4
EK202310172619,145.1
EK202310107206,106.2
EK202310211213,136.75
EK202310172337,139.05
EK202310220668,125.1
EK202310153800,135.6
EK202310211090,129.7
EK202310189907,138.15
EK202310187277,120.75
EK202310196375,132.25
EK202310133091,128.55
EK202310126566,123.55
EK202310157696,126.65
EK202310170462,131.95
EK202310187255,146.55
EK202310123459,141.2
EK202310145959,135.65
EK202310220363,143.95
EK202310139815,130.45
EK202310181913,139.65
EK202310109098,136.5
EK202310132727,166.3
EK202310122252,139.8
EK202310167093,167.8
EK202310139661,145.05
EK202310174818,154.45
EK202310166691,134.9
EK202310003691,158.25
EK202310237525,146.1
EK202310117373,143.35
EK202310179546,138.75
EK202310126077,127.5
EK202310184499,160.9
EK202310186109,154.0
EK202310106103,139.5
EK202310112500,129.55
EK202310133741,145.35
EK202310109783,141.6
EK202310117249,132.6
EK202310203878,133.45
EK202310196452,144.75
EK202310181760,161.9
EK202310112276,138.2
EK202310190428,144.35
EK202310217583,171.75
EK202320005844,141.55
EK202310206265,141.8
EK202310221855,123.7
EK202310152502,137.85
EK202310119997,119.55
EK202310234516,133.2
EK202310109706,182.7
EK202310148105,148.15
EK202310154560,133.5
EK202310236829,130.25
EK202310167010,143.0
EK202310240372,145.9
EK202310129679,152.3
EK202310213367,133.45
EK202310198361,152.4
EK202310154494,141.65
EK202310247393,157.15
EK202310233217,132.35
EK202310147827,153.55
EK202310115117,139.1
EK202310148420,133.9
EK202310190832,155.3
EK202310134924,129.75
EK202310188986,166.35
EK202310129065,168.9
EK202310191867,124.4
EK202310134983,152.7
EK202310113731,148.35
EK202310201726,141.25
EK202310230201,155.95
EK202310168525,143.85
EK202310244486,160.65
EK202310189155,165.4
EK202310140440,129.25
EK202310106749,133.6
EK202310179762,149.0
EK202310129836,137.6
EK202310220701,136.8
EK202310186360,145.0
EK202310109349,145.7
EK202310201338,145.8
EK202310212253,124.2
EK202310155921,128.25
EK202310205532,176.7
EK202310128471,170.4
EK202310201094,146.95
EK202310190383,151.9
EK202310110189,107.45
EK202310147602,129.4
EK202310198097,122.7
EK202310216064,124.7
EK202310211013,144.3
EK202310160719,158.65
EK202310176494,136.7
EK202310145249,132.45
EK202310235596,140.35
EK202310110412,143.05
EK202310200832,123.75
EK202310204509,150.2
EK202310149049,161.35
EK202310183661,155.55
EK202310216447,134.15
EK202310200320,141.3
EK202310161067,121.95
EK202310207130,134.55
EK202310145591,143.3
EK202310127977,134.05
EK202310161518,154.2
EK202310138156,128.75
EK202310244709,139.3
EK202310142566,139.65
EK202310124071,127.95
EK202310152858,175.7
EK202310190782,127.35
EK202310167544,130.0
EK202310192845,143.45
EK202310160817,145.2
EK202310196420,164.0
EK202310004827,145.1
EK202310227825,138.85
EK202310194467,149.7
EK202310113608,150.05
EK202310103781,132.4
EK202310221275,140.45
EK202310169673,134.9
EK202310190005,148.9
EK202310188898,149.6
EK202310183079,155.35
EK202310166912,166.5
EK202310142437,148.7
EK202310212298,140.9
EK202310109551,138.6
EK202310222094,137.45
EK202310202049,139.1
EK202310212471,145.75
EK202310187583,170.45
EK202310188837,136.95
EK202310220895,141.55
EK202310108270,141.25
EK202310186872,148.9
EK202310156937,145.3
EK202310242846,134.4
EK202310186481,131.85
EK202310221455,131.95
EK202310180574,130.35
EK202310168049,149.8
EK202310133898,178.85
EK202310168746,136.85
EK202310212474,138.3
EK202310161742,143.15
EK202310181202,153.45
EK202310200036,123.55
EK202310184172,148.75
EK202310239220,137.3
EK202310165958,139.4
EK202310212102,138.8
EK202310218823,144.9
EK202310151307,139.1
EK202310204250,151.8
EK202310183865,157.55
EK202310149510,149.25
EK202320006769,139.4
EK202310227796,134.1
EK202310248710,136.7
EK202310198205,140.95
EK202310135989,141.5
EK202310124456,128.2
EK202310221007,132.65
EK202310126207,146.65
EK202310181795,160.7
EK202310168767,138.9
EK202310119332,126.85
EK202310135427,133.45
EK202310206685,138.2
EK202310241653,125.25
EK202310196379,134.5
EK202310120248,162.4
EK202310172212,137.5
EK202310181585,139.35
EK202320006780,162.5
EK202310133161,127.6
EK202310109841,132.85
EK202310152371,176.3
EK202310125316,122.35
EK202310127854,127.9
EK202310208551,134.8
EK202310172019,131.7
EK202320005655,138.4
EK202310117833,124.2
EK202310110950,143.65
EK202310244018,123.6
EK202310234592,139.3
EK202310136966,140.8
EK202310185914,158.9
EK202310236175,130.4
EK202310187917,142.45
EK202310004461,147.1
EK202310131974,141.15
EK202310184967,146.5
EK202310185067,144.8
EK202310236069,129.5
EK202310186869,138.05
EK202310149914,139.75
EK202310154439,127.25
EK202310117130,140.45
EK202310192819,150.25
EK202310158666,184.85
EK202310197005,124.1
EK202310203581,135.05
EK202310178102,137.25
EK202310224457,134.8
EK202310118618,136.1
EK202310185500,156.4
EK202310213431,142.5
EK202310201151,177.0
EK202310228224,134.15
EK202310148041,156.25
EK202310178742,163.8
EK202310227550,146.75
EK202310119869,144.7
EK202310146474,153.35
EK202310123299,127.8
EK202310187842,131.65
EK202310155425,143.15
EK202310210739,136.85
EK202310177302,154.65
EK202310202123,165.75
EK202310104749,146.5
EK202310185079,127.5
EK202310132781,138.9
EK202310193932,134.95
EK202310189612,121.0
EK202310201902,176.55
EK202310208534,150.65
EK202310189130,134.0
EK202310215684,127.9
EK202310160446,139.1
EK202310133958,174.35
EK202310176688,150.75
EK202310211793,126.3
EK202310210111,130.75
EK202310232666,126.1
EK202310128743,166.5
EK202310130719,138.25
EK202310004334,140.25
EK202310126855,147.8
EK202310152426,142.35
EK202310188746,144.55
EK202310236429,140.35
EK202310170500,128.3
EK202310124582,139.85
EK202310181729,175.0
EK202310224787,127.5
EK202310108930,142.85
EK202310104434,125.7
EK202310115530,124.3
EK202310184629,185.65
EK202310217615,127.7
EK202310228010,128.6
EK202310199351,144.55
EK202310231067,135.2
EK202310215633,128.7
EK202310142323,170.45
EK202310244740,144.05
EK202310173913,148.7
EK202310218786,130.35
EK202310215448,135.0
EK202310114357,141.25
EK202310197601,145.05
EK202310247322,158.1
EK202310231270,138.8
EK202310142374,129.5
EK202310117138,137.45
EK202310176849,134.8
EK202310109114,148.55
EK202310182696,148.5
EK202310135900,144.95
EK202310123905,152.7
EK202310130761,124.3
EK202310122276,137.0
EK202310121513,161.6
EK202310168032,156.0
EK202310213827,130.85
EK202310115189,142.8
EK202310138716,171.35
EK202310246376,155.05
EK202310227795,136.2
EK202310138696,135.45
EK202310194234,152.1
EK202310184761,162.7
EK202310162543,158.55
EK202310236480,136.75
EK202310209507,134.3
EK202310136499,140.45
EK202310204660,135.85
EK202310111522,148.5
EK202310105606,137.85
EK202320007453,144.45
EK202310232384,137.25
EK202310206748,142.25
EK202310241912,161.15
EK202310124064,130.2
EK202310122759,114.25
EK202310190369,180.0
EK202310186879,156.25
EK202310149694,128.1
EK202310223534,138.55
EK202310159550,151.3
EK202310221243,140.6
EK202310244635,141.9
EK202310198162,129.1
EK202310125552,134.3
EK202310132850,129.9
EK202320005964,156.55
EK202310126781,156.8
EK202310147128,151.6
EK202310226818,147.75
EK202310124338,131.0
EK202310225790,127.2
EK202310144382,148.2
EK202310160141,142.15
EK202310177663,151.05
EK202310231419,134.65
EK202310141307,149.55
EK202310119017,153.1
EK202310219691,127.1
EK202310114034,135.8
EK202310207177,160.6
EK202310120353,135.85
EK202310003709,127.85
EK202310208102,130.35
EK202310117194,138.45
EK202310160414,151.45
EK202310128750,128.25
EK202310236926,145.1
EK202310230067,150.4
EK202310209445,149.0
EK202310237314,129.45
EK202310232234,132.3
EK202310150354,158.35
EK202310196951,175.95
EK202310194465,131.1
EK202310193016,164.95
EK202310151083,132.65
EK202310184367,138.3
EK202310112469,149.15
EK202310192489,127.95
EK202310224546,132.75
EK202310247421,161.15
EK202310194417,144.0
EK202310121339,122.4
EK202310190360,138.3
EK202310226836,155.3
EK202310168945,130.45
EK202310227078,140.0
EK202310232895,123.5
EK202310230495,138.65
EK202310246097,149.4
EK202310202842,131.85
EK202310220262,134.95
EK202310134200,150.55
EK202310203601,148.9
EK202310190558,133.05
EK202310232949,125.1
EK202310195423,146.1
EK202310164136,158.95
EK202310111473,145.6
EK202310194752,142.6
EK202310139201,159.4
EK202310215712,148.75
EK202310126580,136.2
EK202310143206,154.35
EK202310222539,129.9
EK202310239797,130.4
EK202310157767,132.15
EK202310237925,141.75
EK202310227346,146.25
EK202310222227,138.4
EK202310231460,127.5
EK202310105762,150.35
EK202310149701,146.6
EK202310231185,134.0
EK202310187011,139.85
EK202310188048,139.1
EK202310147979,153.55
EK202310136963,157.6
EK202310223233,149.0
EK202310147717,130.65
EK202310235875,137.2
EK202310146872,131.0
EK202310114622,142.8
EK202310127235,143.55
EK202310170129,128.0
EK202310174462,157.3
EK202310239145,136.7
EK202310103947,153.45
EK202310118725,155.65
EK202310181241,149.85
EK202310215016,171.05
EK202310197863,136.05
EK202310162387,125.25
EK202310108126,133.55
EK202310207445,158.95
EK202310003781,144.7
EK202310153594,140.8
EK202310234731,144.7
EK202310112047,128.4
EK202310246932,148.05
EK202310218014,127.1
EK202310159032,161.45
EK202310108938,143.7
EK202310126068,132.0
EK202310146294,130.75
EK202310197490,150.7
EK202310235805,174.45
EK202310244213,138.7
EK202310169974,136.5
EK202310180762,141.9
EK202310117588,130.6
EK202310146489,141.75
EK202310242008,134.95
EK202310175256,149.05
EK202310183438,139.8
EK202310216482,167.05
EK202310150432,143.25
EK202310224664,130.3
EK202310182573,144.1
EK202310227828,145.5
EK202310183759,152.4
EK202310168521,161.95
EK202310183715,150.85
EK202310142868,122.7
EK202310202199,158.5
EK202310167759,132.4
EK202310229275,137.55
EK202310229628,135.9
EK202310190352,141.5
EK202310234142,126.15
EK202310141693,131.25
EK202310133997,135.9
EK202310180676,146.2
EK202310127990,158.25
EK202310194053,186.0
EK202310240865,152.7
EK202310238191,136.25
EK202310218152,151.05
EK202310192642,128.75
EK202310113518,138.9
EK202310177048,145.25
EK202310003870,124.1
EK202310184101,141.15
EK202310123625,156.45
EK202310105534,146.55
EK202310130598,145.15
EK202310183150,169.1
EK202310223939,143.8
EK202310151237,139.45
EK202310150186,132.8
EK202310119286,156.55
EK202310147962,142.7
EK202310195618,117.85
EK202310146717,127.0
EK202310226225,125.7
